,Well,BUL2-totalreads,BUL2-WT%,BUL2-Mut%,BUL2-Other%,BUL2-na%,BUL2-maxcomplex,BUL2-maxcomplex%,FAS1-totalreads,FAS1-WT%,FAS1-Mut%,FAS1-Other%,FAS1-na%,FAS1-maxcomplex,FAS1-maxcomplex%,MKT1-totalreads,MKT1-WT%,MKT1-Mut%,MKT1-Other%,MKT1-na%,MKT1-maxcomplex,MKT1-maxcomplex%,NCS2-totalreads,NCS2-WT%,NCS2-Mut%,NCS2-Other%,NCS2-na%,NCS2-maxcomplex,NCS2-maxcomplex%,PMA1-totalreads,PMA1-WT%,PMA1-Mut%,PMA1-Other%,PMA1-na%,PMA1-maxcomplex,PMA1-maxcomplex%,RHO5-totalreads,RHO5-WT%,RHO5-Mut%,RHO5-Other%,RHO5-na%,RHO5-maxcomplex,RHO5-maxcomplex%,SCH9-totalreads,SCH9-WT%,SCH9-Mut%,SCH9-Other%,SCH9-na%,SCH9-maxcomplex,SCH9-maxcomplex%,WHI2-totalreads,WHI2-WT%,WHI2-Mut%,WHI2-Other%,WHI2-na%,WHI2-maxcomplex,WHI2-maxcomplex%,AKL1-totalreads,AKL1-WT%,AKL1-Mut%,AKL1-Other%,AKL1-na%,AKL1-maxcomplex,AKL1-maxcomplex%,RPI1-totalreads,RPI1-WT%,RPI1-Mut%,RPI1-Other%,RPI1-na%,RPI1-maxcomplex,RPI1-maxcomplex%,HSL7-totalreads,HSL7-WT%,HSL7-Mut%,HSL7-Other%,HSL7-na%,HSL7-maxcomplex,HSL7-maxcomplex%,SPT7-totalreads,SPT7-WT%,SPT7-Mut%,SPT7-Other%,SPT7-na%,SPT7-maxcomplex,SPT7-maxcomplex%,FRS1-totalreads,FRS1-WT%,FRS1-Mut%,FRS1-Other%,FRS1-na%,FRS1-maxcomplex,FRS1-maxcomplex%,BUL2_threshterm,FAS1_threshterm,MKT1_threshterm,NCS2_threshterm,PMA1_threshterm,RHO5_threshterm,SCH9_threshterm,WHI2_threshterm,AKL1_threshterm,RPI1_threshterm,HSL7_threshterm,SPT7_threshterm,FRS1_threshterm,BUL2_g,FAS1_g,MKT1_g,NCS2_g,PMA1_g,RHO5_g,SCH9_g,WHI2_g,AKL1_g,RPI1_g,HSL7_g,SPT7_g,FRS1_g,BUL2-singlelocus-totalreads,BUL2-singlelocus-WT%,BUL2-singlelocus-Mut%,BUL2-singlelocus-Other%,BUL2-singlelocus-na%,BUL2-singlelocus-maxcomplex,BUL2-singlelocus-maxcomplex%,HSL7-singlelocus-totalreads,HSL7-singlelocus-WT%,HSL7-singlelocus-Mut%,HSL7-singlelocus-Other%,HSL7-singlelocus-na%,HSL7-singlelocus-maxcomplex,HSL7-singlelocus-maxcomplex%,NCS2-singlelocus-totalreads,NCS2-singlelocus-WT%,NCS2-singlelocus-Mut%,NCS2-singlelocus-Other%,NCS2-singlelocus-na%,NCS2-singlelocus-maxcomplex,NCS2-singlelocus-maxcomplex%,PMA1-singlelocus-totalreads,PMA1-singlelocus-WT%,PMA1-singlelocus-Mut%,PMA1-singlelocus-Other%,PMA1-singlelocus-na%,PMA1-singlelocus-maxcomplex,PMA1-singlelocus-maxcomplex%,RPI1-singlelocus-totalreads,RPI1-singlelocus-WT%,RPI1-singlelocus-Mut%,RPI1-singlelocus-Other%,RPI1-singlelocus-na%,RPI1-singlelocus-maxcomplex,RPI1-singlelocus-maxcomplex%,BUL2-singlelocus_threshterm,HSL7-singlelocus_threshterm,NCS2-singlelocus_threshterm,PMA1-singlelocus_threshterm,RPI1-singlelocus_threshterm,BUL2-singlelocus_g,HSL7-singlelocus_g,NCS2-singlelocus_g,PMA1-singlelocus_g,RPI1-singlelocus_g,BUL2matches single?,HSL7matches single?,NCS2matches single?,PMA1matches single?,RPI1matches single?,BUL2_g-update,FAS1_g-update,MKT1_g-update,NCS2_g-update,PMA1_g-update,RHO5_g-update,SCH9_g-update,WHI2_g-update,AKL1_g-update,RPI1_g-update,HSL7_g-update,SPT7_g-update,FRS1_g-update,BUL2_g-update_bin,FAS1_g-update_bin,MKT1_g-update_bin,NCS2_g-update_bin,PMA1_g-update_bin,RHO5_g-update_bin,SCH9_g-update_bin,WHI2_g-update_bin,AKL1_g-update_bin,RPI1_g-update_bin,HSL7_g-update_bin,SPT7_g-update_bin,FRS1_g-update_bin,full_g_bin_13,full_g_bin_10,BUL2_g_exp,FAS1_g_exp,MKT1_g_exp,NCS2_g_exp,PMA1_g_exp,RHO5_g_exp,SCH9_g_exp,WHI2_g_exp,AKL1_g_exp,RPI1_g_exp,full_g_bin_10_exp,full_g_match?
1631,2D-D8,126.0,0,0.9595009531590409,0,0.040499046840959,Mut,0.9595009531590409,2541.0,0.9758579895267598,0.00033668736383099995,0.0011483996385230001,0.022656923470887002,WT,0.9758579895267598,1749.0,0.000569107347574,0.9840830459278539,0.0012152991188210001,0.014132547605751,Mut,0.9840830459278539,1010.0,0.000783176502055,0.985788433100687,0.000783176502055,0.012645213895203001,Mut,0.985788433100687,2095.0,0.9837722553011241,0.0008178630865690001,0.00178825368105,0.013621627931257,WT,0.9837722553011241,3197.0,0.00014250482028130008,0.9789492290431591,0.006717873181585119,0.01419039295497464,Mut,0.9789492290431591,9046.0,0.981889812056238,0.0,0.000649736604841,0.017460451338921,WT,0.981889812056238,10715.0,0.000266232387982,0.9857020199996321,8.2515386607e-05,0.013949232225778999,Mut,0.9857020199996321,3630.0,0.0025240124378270003,0.9758158145477539,0.00023868617252200002,0.021421486841897,Mut,0.9758158145477539,400.0,0.005686382983771001,0.983556076061438,0,0.010757540954790002,Mut,0.983556076061438,734.0,0.9720205227976274,0.002475972941594925,0,0.02550350426077773,WT,0.9720205227976274,4249.0,0.9874591438770716,5.6145976817496266e-05,0.0022293922714098783,0.010255317874701231,WT,0.9874591438770716,5706.0,0.0,0.988139334246885,0.0,0.011860665753114999,Mut,0.988139334246885,6.245004513516506e-17,0.0014850870023531589,0.0017844064663951054,0.0015663530041100208,0.0026061167676188907,0.006860378001866296,0.0006497366048409565,0.00034874777458886175,0.0027626986103490986,0.005686382983771976,0.0024759729415948645,0.002285538248227203,-4.683753385137379e-17,Mut,WT,Mut,Mut,WT,Mut,WT,Mut,Mut,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,Mut,WT,Mut,WT,Mut,Mut,Mut,WT,WT,Mut,1,0,1,1,0,1,0,1,1,1,0,0,1,1011010111001,1011010111,1,0,1,1,0,1,0,1,1,1,1011010111,True
1632,8H-D8,115.0,0,0.9648388168826852,0,0.035161183117314726,Mut,0.9648388168826852,2295.0,0.017159012254591002,0.9636260515102409,0.0003569009482049999,0.018858035286963,Mut,0.9636260515102409,3104.0,0.000284219284448,0.98411572046941,0.000258524476557,0.015341535769583999,Mut,0.98411572046941,937.0,0.9769719361011022,0.0,0.0033175751886590004,0.019710488710238998,WT,0.9769719361011022,1577.0,0.041862399848709,0.9417437921070099,0.002450367442869,0.013943440601413,Mut,0.9417437921070099,3846.0,0.0015945892735001385,0.9731220982149347,0.004411354564997303,0.020871957946568005,Mut,0.9731220982149347,11479.0,0.000159860617514,0.9846516696072989,0.001154361656444,0.014034108118741999,Mut,0.9846516696072989,10687.0,0.9845310859546531,0.0,8.3312963495e-05,0.015385601081853,WT,0.9845310859546531,2734.0,0.04254770731489299,0.930804977534731,0.0011787848430189999,0.025468530307357004,Mut,0.930804977534731,140.0,0.023426096599679,0.976573903400321,0,0.0,Mut,0.976573903400321,422.0,0.9604122539812812,0.0017544468820530625,0,0.03783329913666567,WT,0.9604122539812812,5032.0,0.989442301882815,0.0,0.001572176146642,0.008985521970543002,WT,0.989442301882815,4735.0,0.7215593868753603,0.2671344703739271,0.0005056592618659015,0.010800483488846659,WT,0.7215593868753603,2.7755575615628914e-17,0.017515913202796055,0.0005427437610060187,0.0033175751886587793,0.044312767291577126,0.006005943838497323,0.0013142222739591161,8.331296349389263e-05,0.04372649215791198,0.02342609659967898,0.0017544468820531664,0.0015721761466419865,0.2676401296357931,Mut,mixed,Mut,WT,mixed,Mut,Mut,WT,mixed,Mut,WT,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,mixed,Mut,WT,mixed,Mut,Mut,WT,mixed,Mut,WT,WT,mixed,1,2,1,0,2,1,1,0,2,1,0,0,2,1210211021002,1210211021,1,1,1,0,1,1,1,0,1,1,1110111011,False
1633,6H-D8,71.0,0,0.9569164652162242,0,0.043083534783777,Mut,0.9569164652162242,2365.0,0.001325347051797,0.981745824546784,0.0008010110729289999,0.01612781732849,Mut,0.981745824546784,2985.0,0.00025646849300900004,0.9823255321031071,0.000590021409689,0.016827977994194998,Mut,0.9823255321031071,1100.0,0.9808835987529991,0.0,0.001771557743647,0.017344843503354,WT,0.9808835987529991,1511.0,0.002168814336845,0.9786035023581859,0.003945950603703,0.015281732701266001,Mut,0.9786035023581859,3037.0,0.0014893757651088069,0.9701478129420632,0.006618621424993079,0.02174418986783488,Mut,0.9701478129420632,10000.0,0.9817766558591572,0.00014991537844499998,0.00012146919413099998,0.017951959568268002,WT,0.9817766558591572,11638.0,0.9861061286986909,0.0,0.00016690478255899997,0.01372696651875,WT,0.9861061286986909,4981.0,0.001483004458246,0.987769928769335,8.997074686799999e-05,0.010657096025552,Mut,0.987769928769335,762.0,0.001138113409654,0.991650241749813,0,0.007211644840534,Mut,0.991650241749813,497.0,0.9942946069224576,0.0010485645291118863,0,0.004656828548430372,WT,0.9942946069224576,3445.0,0.9801705795554511,0.0007448858341810001,0.001041511263548,0.018043023346819998,WT,0.9801705795554511,5565.0,0.0,0.9908770279877941,0.0,0.009122972012205001,Mut,0.9908770279877941,-1.2004286453759505e-15,0.0021263581247259467,0.0008464899026978667,0.0017715577436468698,0.0061147649405480595,0.008107997190101916,0.00027138457257481,0.00016690478255914666,0.0015729752051129968,0.001138113409653023,0.0010485645291119922,0.0017863970977289416,9.08995101411847e-16,Mut,Mut,Mut,WT,Mut,Mut,WT,WT,Mut,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,Mut,WT,Mut,Mut,WT,WT,Mut,Mut,WT,WT,Mut,1,1,1,0,1,1,0,0,1,1,0,0,1,1110110011001,1110110011,1,1,1,0,1,1,0,0,1,1,1110110011,True
1634,6H-D9,51.0,0,0.9997276688453158,0,0.0002723311546840926,Mut,0.9997276688453158,2364.0,0.0015345163277059998,0.978337817453997,0.00034759467511100004,0.019780071543187002,Mut,0.978337817453997,2905.0,0.000298978478943,0.9791593056698701,0.000284396019223,0.020257319831964,Mut,0.9791593056698701,979.0,0.0019464364769979999,0.978316851116396,0.0018297160613000001,0.017906996345306,Mut,0.978316851116396,1279.0,0.002912734042449,0.981797298820688,0.0022166224937730005,0.013073344643088998,Mut,0.981797298820688,2557.0,0.96888347312029,0.0007900990699170001,0.00704076783654,0.023285659973252,WT,0.96888347312029,9740.0,0.98356958632158,0.0,0.0007766788991609999,0.01565373477926,WT,0.98356958632158,10094.0,0.9845693592788769,6.577998020199999e-05,0,0.01536486074092,WT,0.9845693592788769,4824.0,0.002462615318982737,0.9786851452511617,0.0009062579235288856,0.017945981506326862,Mut,0.9786851452511617,875.0,0.0005998609908910368,0.9893234658679095,0,0.010076673141199349,Mut,0.9893234658679095,435.0,0.9904709702527904,0.0019637376969308053,0,0.0075652920502788145,WT,0.9904709702527904,3510.0,0.9792050632418068,0.0020786115086759327,0.0023644150258038546,0.01635191022371355,WT,0.9792050632418068,5646.0,0.0,0.992143054432468,0.00017854546039400003,0.007678400107138001,Mut,0.992143054432468,7.632783294297951e-17,0.0018821110028160483,0.0005833744981659159,0.0037761525382980082,0.005129356536223,0.007830866906458005,0.0007766788991600201,6.577998020310116e-05,0.0033688732425114568,0.0005998609908911164,0.0019637376969307797,0.004443026534479668,0.00017854546039402456,Mut,Mut,Mut,Mut,Mut,WT,WT,WT,Mut,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,Mut,Mut,Mut,WT,WT,WT,Mut,Mut,WT,WT,Mut,1,1,1,1,1,0,0,0,1,1,0,0,1,1111100011001,1111100011,1,1,1,1,1,0,0,0,1,1,1111100011,True
1635,3D-D9,43.0,0,0.9932864450127877,0,0.006713554987212275,Mut,0.9932864450127877,2956.0,0.9776139089078442,0.00027937444291600003,0.001350863453899,0.020755853195343,WT,0.9776139089078442,3483.0,0.00019695997854799995,0.981407397162387,0.000182377518828,0.018213265340236,Mut,0.981407397162387,1110.0,0.977646711625907,0.0008318087696060001,0.0034309865590430003,0.018090493045443,WT,0.977646711625907,1647.0,0.0015434947169250001,0.975644204752522,0.001664236220684,0.02114806430987,Mut,0.975644204752522,5031.0,0.000536362483103,0.9733196846713681,0.005249241647908,0.02089471119762,Mut,0.9733196846713681,11103.0,0.00027266971342799996,0.981821515545427,0.00145390556232,0.016451909178825,Mut,0.981821515545427,11976.0,0.981084214517365,0.00024884794141999996,0,0.018666937541216,WT,0.981084214517365,661.0,0.0009027047117145578,0.9691862378703116,0.0022442980510982142,0.027666759366875692,Mut,0.9691862378703116,1051.0,0.0036261502715686515,0.9828850997211991,0,0.013488750007232464,Mut,0.9828850997211991,307.0,0.9947425861019582,0.0038491405544945115,0,0.0014082733435473382,WT,0.9947425861019582,4499.0,0.9849261758002811,0.00012290662156299998,0.00198465296016,0.012966264617997,WT,0.9849261758002811,6686.0,0.0,0.987620518041523,0.0,0.012379481958476999,Mut,0.987620518041523,-7.806255641895632e-18,0.0016302378968128355,0.0003793374973769942,0.004262795328650006,0.003207730937607997,0.005785604131011909,0.00172657527574804,0.0002488479414189497,0.003147002762812757,0.0036261502715684516,0.003849140554494458,0.002107559581721921,4.683753385137379e-17,Mut,WT,Mut,WT,Mut,Mut,Mut,WT,Mut,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,WT,Mut,Mut,Mut,WT,Mut,Mut,WT,WT,Mut,1,0,1,0,1,1,1,0,1,1,0,0,1,1010111011001,1010111011,1,0,1,0,1,1,1,0,1,1,1010111011,True
1636,1D-D9,45.0,0,0.9117647058823529,0,0.08823529411764705,Mut,0.9117647058823529,2542.0,0.9722549268209869,0.00033844631226599996,0.0020148252985359998,0.025391801568212,WT,0.9722549268209869,1903.0,0.0011997836872047914,0.9779417824034967,0.0005269795450048372,0.02033145436429356,Mut,0.9779417824034967,1000.0,0.9701474027546019,0.0009207333807280001,0.004824138799957,0.024107725064712003,WT,0.9701474027546019,1545.0,0.9781375730290269,0.0011636844394249998,0.003184652654016,0.01751408987753,WT,0.9781375730290269,4153.0,0.00039689564588,0.970345440172074,0.0036630807403530002,0.025594583441694,Mut,0.970345440172074,9524.0,0.001083575522798,0.983102458467178,4.246285121e-05,0.015771503158815,Mut,0.983102458467178,10862.0,0.9832553787147091,0.00014289635628400002,0,0.016601724929008,WT,0.9832553787147091,4443.0,0.006447241752794001,0.9773916963774869,0.0005984780251230001,0.015562583844595,Mut,0.9773916963774869,524.0,0.0073641486268493745,0.9773706621475514,0,0.015265189225599206,Mut,0.9773706621475514,418.0,0.9937464938484908,0.002148121475496734,0,0.004105384676012285,WT,0.9937464938484908,3103.0,0.9756539148006569,0.003093800023441605,0.001673604109236004,0.01957868106666561,WT,0.9756539148006569,5971.0,0.785297472998033,0.19898349018365916,0.00022406844872139336,0.015494968369586437,WT,0.785297472998033,2.7755575615628914e-17,0.002353271610801091,0.0017267632322097229,0.005744872180686124,0.00434833709344307,0.004059976386231973,0.0011260383740069706,0.00014289635628286085,0.007045719777918093,0.007364148626849377,0.0021481214754969285,0.004767404132677504,0.19920755863238057,Mut,WT,Mut,WT,WT,Mut,Mut,WT,Mut,Mut,WT,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,WT,WT,Mut,Mut,WT,Mut,Mut,WT,WT,mixed,1,0,1,0,0,1,1,0,1,1,0,0,2,1010011011002,1010011011,1,0,1,0,0,1,1,0,1,1,1010011011,True
1637,7H-D9,76.0,0,0.9861317944899478,0,0.01386820551005212,Mut,0.9861317944899478,3725.0,0.002625511651236,0.976825816176661,0.00017400947980599998,0.020374662692297,Mut,0.976825816176661,2102.0,0.00047757942944499996,0.9823477853115551,0.00046299696972500003,0.016711638289273998,Mut,0.9823477853115551,1663.0,0.0016926531866140004,0.9804621129929189,0.003514995724004,0.014330238096463001,Mut,0.9804621129929189,2210.0,0.9742274544228121,0.001236261324254,0.002166084356214,0.022370199896722,WT,0.9742274544228121,2650.0,0.976401178086973,0.000314235159156,0.0037397004326810003,0.01954488632119,WT,0.976401178086973,9288.0,0.0009883192537059999,0.9812663705190701,0.00018834112547699998,0.017556969101746003,Mut,0.9812663705190701,10653.0,0.9859871777089002,0.000625475938612076,0,0.013387346352487723,WT,0.9859871777089002,4815.0,0.0,0.977773930668529,0.0009088099319680001,0.021317259399503005,Mut,0.977773930668529,863.0,0.0006624147480260745,0.9889168664465319,0,0.010420718805442054,Mut,0.9889168664465319,579.0,0.9720178327486714,0.004270379884945681,0,0.023711787366382943,WT,0.9720178327486714,3628.0,0.98734615120454,0.0,0.002216261588932,0.010437587206528999,WT,0.98734615120454,6323.0,0.7091578231081079,0.2798671044740121,0.0008190346988296828,0.010156037719050414,WT,0.7091578231081079,6.938893903907228e-17,0.0027995211310420237,0.0009405763991709136,0.005207648910618144,0.0034023456804658896,0.00405393559183698,0.0011766603791839338,0.0006254759386120686,0.0009088099319679716,0.0006624147480260734,0.004270379884945684,0.0022162615889310556,0.28068613917284163,Mut,Mut,Mut,Mut,WT,WT,Mut,WT,Mut,Mut,WT,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,Mut,Mut,WT,WT,Mut,WT,Mut,Mut,WT,WT,mixed,1,1,1,1,0,0,1,0,1,1,0,0,2,1111001011002,1111001011,1,1,1,1,0,0,1,0,1,1,1111001011,True
1638,8H-D9,70.0,0,0.8997784045124898,0,0.10022159548751006,Mut,0.8997784045124898,2493.0,0.002322415699651,0.9765836595004749,0.00032186416618,0.020772060633694002,Mut,0.9765836595004749,3193.0,0.0002762992835747796,0.9821372516280044,0.0006546757851861412,0.016931773303234775,Mut,0.9821372516280044,896.0,0.0021391337553450006,0.967847778728213,0.004407956861465999,0.025605130654976,Mut,0.967847778728213,1564.0,0.001644877181139,0.9782239609503791,0.002432137134377,0.017699024734104,Mut,0.9782239609503791,3589.0,0.976697407395561,0.0001364734954,0.003719955825209,0.01944616328383,WT,0.976697407395561,11622.0,0.000407680948276,0.982474597945225,0.000956973246582,0.016160747859917,Mut,0.982474597945225,10070.0,0.9848608382839767,0.0003060531961716348,0,0.014833108519851644,WT,0.9848608382839767,2837.0,0.0014247853949620002,0.979954489754074,0.0,0.018620724850965,Mut,0.979954489754074,199.0,0.015482189326756126,0.9314232831410972,0,0.05309452753214666,Mut,0.9314232831410972,400.0,0.9178195091788812,0.0023603068075962485,0,0.07982018401352252,WT,0.9178195091788812,5122.0,0.9830235217077277,0.0007950373605932527,0.0036641765994389285,0.012517264332240149,WT,0.9830235217077277,4864.0,0.9923165843306629,0.0,0.0015962385513979998,0.00608717711794,WT,0.9923165843306629,1.3877787807814457e-16,0.0026442798658311215,0.0009309750687608656,0.006547090616810962,0.004077014315516887,0.0038564293206090096,0.0013646541948580428,0.00030605319617160905,0.0014247853949610444,0.015482189326756102,0.00236030680759626,0.004459213960032186,0.0015962385513970572,Mut,Mut,Mut,Mut,Mut,WT,Mut,WT,Mut,Mut,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,Mut,Mut,Mut,WT,Mut,WT,Mut,Mut,WT,WT,WT,1,1,1,1,1,0,1,0,1,1,0,0,0,1111101011000,1111101011,1,1,1,1,1,0,1,0,1,1,1111101011,True
1639,5H-D9,32.0,0,0.9796218487394958,0,0.0203781512605042,Mut,0.9796218487394958,2377.0,0.0019552141558050002,0.9756451495806201,0.000337505998178,0.022062130265397002,Mut,0.9756451495806201,2459.0,0.00039315598507099994,0.9901442171631949,0.000378573525352,0.009084053326381,Mut,0.9901442171631949,941.0,0.0020230120601029996,0.9808786524421,0.004175713470982,0.012922622026813999,Mut,0.9808786524421,1361.0,0.9732123752143089,0.001355995903625,0.0044453049101259995,0.020986323971937,WT,0.9732123752143089,2667.0,0.980923014170016,0.000312062859497,0.004617348363482,0.014147574607004998,WT,0.980923014170016,11387.0,0.982248135491287,0.0,0.0010846259378010001,0.016667238570911003,WT,0.982248135491287,9456.0,0.9846327327122399,0.00019919371684900002,0,0.015168073570911999,WT,0.9846327327122399,4463.0,0.0014881110801856694,0.9842902580179357,0.0005925679542449407,0.013629062947633636,Mut,0.9842902580179357,633.0,0.005426770276365,0.9844743827659931,0,0.010098846957640998,Mut,0.9844743827659931,275.0,0.9766409383878716,0.004591772255585253,0,0.0187672893565434,WT,0.9766409383878716,3356.0,0.9864090311973671,0.00042467884961800003,0.001407642282633,0.011758647670383001,WT,0.9864090311973671,2749.0,0.0,0.993554688606644,0.000193884295784,0.006251427097573001,Mut,0.993554688606644,4.163336342344337e-17,0.002292720153982901,0.0007717295104241045,0.00619872553108596,0.005801300813754077,0.004929411222978963,0.0010846259378020189,0.0001991937168480569,0.0020806790344306825,0.005426770276365919,0.004591772255585019,0.0018323211322498843,0.00019388429578302228,Mut,Mut,Mut,Mut,WT,WT,WT,WT,Mut,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,Mut,Mut,Mut,WT,WT,WT,WT,Mut,Mut,WT,WT,Mut,1,1,1,1,0,0,0,0,1,1,0,0,1,1111000011001,1111000011,1,1,1,1,0,0,0,0,1,1,1111000011,True
1640,2D-D9,70.0,0,0.9819701853344075,0,0.01802981466559226,Mut,0.9819701853344075,2412.0,0.977571859978897,0.000365693753657,0.002151062505491,0.019911383761955,WT,0.977571859978897,1582.0,0.000645334478398,0.9782590759197999,0.001392746174833,0.019702843426970002,Mut,0.9782590759197999,981.0,0.0019419612805829998,0.979460263800491,0.002919426388413,0.015678348530514,Mut,0.979460263800491,1847.0,0.98311995737282,0.0009445966444689999,0.0026369331666269997,0.013298512816081999,WT,0.98311995737282,2812.0,0.001507346005152,0.9781646233652289,0.005557969829112001,0.014770060800504999,Mut,0.9781646233652289,9044.0,0.000311130493989,0.983972533408521,0.000869551244044,0.014846784853446999,Mut,0.983972533408521,10824.0,0.9837434471665669,0.000165711032618,0,0.016090841800815,WT,0.9837434471665669,3251.0,0.0009780604459183415,0.983865902482156,0.0010919067012013226,0.014064130370724348,Mut,0.983865902482156,380.0,0.005828151168884001,0.9699847360663799,0,0.024187112764736,Mut,0.9699847360663799,639.0,0.970925884262947,0.0005127924487764932,0,0.028561323288276513,WT,0.970925884262947,4194.0,0.987795176189263,0.0,0.001623150407244,0.010581673403493001,WT,0.987795176189263,5902.0,0.0,0.990203891976202,0.0,0.009796108023799,Mut,0.990203891976202,2.42861286636753e-16,0.0025167562591480487,0.002038080653230117,0.0048613876689949966,0.003581529811098015,0.007065315834266088,0.0011806817380320238,0.0001657110326180808,0.0020699671471196557,0.005828151168884084,0.0005127924487764723,0.0016231504072439524,-9.558326352632207e-16,Mut,WT,Mut,Mut,WT,Mut,Mut,WT,Mut,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,Mut,Mut,WT,Mut,Mut,WT,Mut,Mut,WT,WT,Mut,1,0,1,1,0,1,1,0,1,1,0,0,1,1011011011001,1011011011,1,0,1,1,0,1,1,0,1,1,1011011011,True
1641,4D-D10,106.0,0.9950556871721881,0.001122715468012,0,0.0038215973598,WT,0.9950556871721881,2857.0,0.9851736541420621,0.000319508736316,0.001768382814421,0.012738454307200999,WT,0.9851736541420621,2485.0,0.9872400298928911,0.00023405810195900001,0.000233111291132,0.012292800714019,WT,0.9872400298928911,725.0,0.001362188715143,0.9786432217411719,0.004163258352533001,0.015831331191152,Mut,0.9786432217411719,1762.0,0.0026778913367670005,0.9809914767401261,0.0010357144709080002,0.015294917452198,Mut,0.9809914767401261,4327.0,0.0014902775514639998,0.974027030941648,0.006655260442127,0.017827431064762,Mut,0.974027030941648,11901.0,0.0005991250231300001,0.9849386651936661,0.000632127065637,0.013830082717568002,Mut,0.9849386651936661,10708.0,0.001107084509482,0.9859028700842971,0.000160205213207,0.012829840193013,Mut,0.9859028700842971,4088.0,0.0015581215231650616,0.9839601798613419,0.0018337060984722686,0.012647992517020923,Mut,0.9839601798613419,1122.0,0.005756564159211001,0.980035693003927,0,0.014207742836861999,Mut,0.980035693003927,528.0,0.977514375951581,0.0015393068505446296,0,0.02094631719787433,WT,0.977514375951581,4946.0,0.98125677398764,0.0,0.001211413502331,0.017531812510028,WT,0.98125677398764,5935.0,0.0,0.992844908855743,0.0,0.007155091144257,Mut,0.992844908855743,0.0011227154680119363,0.0020878915507368517,0.00046716939308994246,0.00552544706767609,0.0037136058076759,0.008145537993590003,0.0012312520887658683,0.0012672897226898884,0.0033918276216372,0.00575656415921099,0.0015393068505446979,0.0012114135023320038,5.2909066017292616e-17,WT,WT,WT,Mut,Mut,Mut,Mut,Mut,Mut,Mut,WT,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WT,WT,WT,Mut,Mut,Mut,Mut,Mut,Mut,Mut,WT,WT,Mut,0,0,0,1,1,1,1,1,1,1,0,0,1,0001111111001,0001111111,1,0,1,1,1,1,1,1,1,1,1011111111,False
